month,level_1,level_2,level_3,value
1963-06,All Items,Health Care,Health Insurance,na
1963-06,All Items,Transport,Private Transport,na
1963-06,All Items,Transport,Public Transport,na
1963-06,All Items,Transport,Other Transport Services,na
1963-06,All Items,Communication,Postage & Courier Services,na
1963-06,All Items,Communication,Telecommunication Equipment,na
1963-06,All Items,Communication,Telecommunication Services,na
1963-06,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-06,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-06,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-06,All Items,Recreation & Culture,Holiday Expenses,na
1963-06,All Items,Education,Tuition & Other Fees,na
1963-06,All Items,Education,Textbooks & Guides,na
1963-06,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-06,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-06,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-06,All Items,Miscellaneous Goods & Services,Social Services,na
1963-06,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-07,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-07,All Items,Food Excl Food Serving Services,Meat,na
1963-07,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-07,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-07,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-07,All Items,Food Excl Food Serving Services,Fruits,na
1963-07,All Items,Food Excl Food Serving Services,Vegetables,na
1963-07,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-07,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-07,All Items,Food Excl Food Serving Services,Other Food,na
1963-07,All Items,Food Serving Services,Restaurant Food,na
1963-07,All Items,Food Serving Services,Fast Food,na
1963-07,All Items,Food Serving Services,Hawker Food,na
1963-07,All Items,Food Serving Services,Catered Food,na
1963-07,All Items,Clothing & Footwear,Clothing,na
1963-07,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-07,All Items,Clothing & Footwear,Footwear,na
1963-07,All Items,Housing & Utilities,Accommodation,na
1963-07,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-07,All Items,Household Durables & Services,Household Durables,na
1963-07,All Items,Household Durables & Services,Household Services & Supplies,na
1963-07,All Items,Health Care,Medicines & Health Products,na
1963-07,All Items,Health Care,Outpatient Services,na
1963-07,All Items,Health Care,Hospital Services,na
1963-07,All Items,Health Care,Health Insurance,na
1963-07,All Items,Transport,Private Transport,na
1963-07,All Items,Transport,Public Transport,na
1963-07,All Items,Transport,Other Transport Services,na
1963-07,All Items,Communication,Postage & Courier Services,na
1963-07,All Items,Communication,Telecommunication Equipment,na
1963-07,All Items,Communication,Telecommunication Services,na
1963-07,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-07,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-07,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-07,All Items,Recreation & Culture,Holiday Expenses,na
1963-07,All Items,Education,Tuition & Other Fees,na
1963-07,All Items,Education,Textbooks & Guides,na
1963-07,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-07,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-07,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-07,All Items,Miscellaneous Goods & Services,Social Services,na
1963-07,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-08,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-08,All Items,Food Excl Food Serving Services,Meat,na
1963-08,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-08,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-08,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-08,All Items,Food Excl Food Serving Services,Fruits,na
1963-08,All Items,Food Excl Food Serving Services,Vegetables,na
1963-08,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-08,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-08,All Items,Food Excl Food Serving Services,Other Food,na
1963-08,All Items,Food Serving Services,Restaurant Food,na
1963-08,All Items,Food Serving Services,Fast Food,na
1963-08,All Items,Food Serving Services,Hawker Food,na
1963-08,All Items,Food Serving Services,Catered Food,na
1963-08,All Items,Clothing & Footwear,Clothing,na
1963-08,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-08,All Items,Clothing & Footwear,Footwear,na
1963-08,All Items,Housing & Utilities,Accommodation,na
1963-08,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-08,All Items,Household Durables & Services,Household Durables,na
1963-08,All Items,Household Durables & Services,Household Services & Supplies,na
1963-08,All Items,Health Care,Medicines & Health Products,na
1963-08,All Items,Health Care,Outpatient Services,na
1963-08,All Items,Health Care,Hospital Services,na
1963-08,All Items,Health Care,Health Insurance,na
1963-08,All Items,Transport,Private Transport,na
1963-08,All Items,Transport,Public Transport,na
1963-08,All Items,Transport,Other Transport Services,na
1963-08,All Items,Communication,Postage & Courier Services,na
1963-08,All Items,Communication,Telecommunication Equipment,na
1963-08,All Items,Communication,Telecommunication Services,na
1963-08,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-08,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-08,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-08,All Items,Recreation & Culture,Holiday Expenses,na
1963-08,All Items,Education,Tuition & Other Fees,na
1963-08,All Items,Education,Textbooks & Guides,na
1963-08,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-08,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-08,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-08,All Items,Miscellaneous Goods & Services,Social Services,na
1963-08,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-09,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-09,All Items,Food Excl Food Serving Services,Meat,na
1963-09,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-09,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-09,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-09,All Items,Food Excl Food Serving Services,Fruits,na
1963-09,All Items,Food Excl Food Serving Services,Vegetables,na
1963-09,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-09,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-09,All Items,Food Excl Food Serving Services,Other Food,na
1963-09,All Items,Food Serving Services,Restaurant Food,na
1963-09,All Items,Food Serving Services,Fast Food,na
1963-09,All Items,Food Serving Services,Hawker Food,na
1963-09,All Items,Food Serving Services,Catered Food,na
1963-09,All Items,Clothing & Footwear,Clothing,na
1963-09,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-09,All Items,Clothing & Footwear,Footwear,na
1963-09,All Items,Housing & Utilities,Accommodation,na
1963-09,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-09,All Items,Household Durables & Services,Household Durables,na
1963-09,All Items,Household Durables & Services,Household Services & Supplies,na
1963-09,All Items,Health Care,Medicines & Health Products,na
1963-09,All Items,Health Care,Outpatient Services,na
1963-09,All Items,Health Care,Hospital Services,na
1963-09,All Items,Health Care,Health Insurance,na
1963-09,All Items,Transport,Private Transport,na
1963-09,All Items,Transport,Public Transport,na
1963-09,All Items,Transport,Other Transport Services,na
1963-09,All Items,Communication,Postage & Courier Services,na
1963-09,All Items,Communication,Telecommunication Equipment,na
1963-09,All Items,Communication,Telecommunication Services,na
1963-09,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-09,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-09,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-09,All Items,Recreation & Culture,Holiday Expenses,na
1963-09,All Items,Education,Tuition & Other Fees,na
1963-09,All Items,Education,Textbooks & Guides,na
1963-09,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-09,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-09,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-09,All Items,Miscellaneous Goods & Services,Social Services,na
1963-09,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-10,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-10,All Items,Food Excl Food Serving Services,Meat,na
1963-10,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-10,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-10,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-10,All Items,Food Excl Food Serving Services,Fruits,na
1963-10,All Items,Food Excl Food Serving Services,Vegetables,na
1963-10,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-10,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-10,All Items,Food Excl Food Serving Services,Other Food,na
1963-10,All Items,Food Serving Services,Restaurant Food,na
1963-10,All Items,Food Serving Services,Fast Food,na
1963-10,All Items,Food Serving Services,Hawker Food,na
1963-10,All Items,Food Serving Services,Catered Food,na
1963-10,All Items,Clothing & Footwear,Clothing,na
1963-10,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-10,All Items,Clothing & Footwear,Footwear,na
1963-10,All Items,Housing & Utilities,Accommodation,na
1963-10,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-10,All Items,Household Durables & Services,Household Durables,na
1963-10,All Items,Household Durables & Services,Household Services & Supplies,na
1963-10,All Items,Health Care,Medicines & Health Products,na
1963-10,All Items,Health Care,Outpatient Services,na
1963-10,All Items,Health Care,Hospital Services,na
1963-10,All Items,Health Care,Health Insurance,na
1963-10,All Items,Transport,Private Transport,na
1963-10,All Items,Transport,Public Transport,na
1963-10,All Items,Transport,Other Transport Services,na
1963-10,All Items,Communication,Postage & Courier Services,na
1963-10,All Items,Communication,Telecommunication Equipment,na
1963-10,All Items,Communication,Telecommunication Services,na
1963-10,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-10,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-10,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-10,All Items,Recreation & Culture,Holiday Expenses,na
1963-10,All Items,Education,Tuition & Other Fees,na
1963-10,All Items,Education,Textbooks & Guides,na
1963-10,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-10,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-10,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-10,All Items,Miscellaneous Goods & Services,Social Services,na
1963-10,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-11,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-11,All Items,Food Excl Food Serving Services,Meat,na
1963-11,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-11,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-11,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-11,All Items,Food Excl Food Serving Services,Fruits,na
1963-11,All Items,Food Excl Food Serving Services,Vegetables,na
1963-11,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-11,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-11,All Items,Food Excl Food Serving Services,Other Food,na
1963-11,All Items,Food Serving Services,Restaurant Food,na
1963-11,All Items,Food Serving Services,Fast Food,na
1963-11,All Items,Food Serving Services,Hawker Food,na
1963-11,All Items,Food Serving Services,Catered Food,na
1963-11,All Items,Clothing & Footwear,Clothing,na
1963-11,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-11,All Items,Clothing & Footwear,Footwear,na
1963-11,All Items,Housing & Utilities,Accommodation,na
1963-11,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-11,All Items,Household Durables & Services,Household Durables,na
1963-11,All Items,Household Durables & Services,Household Services & Supplies,na
1963-11,All Items,Health Care,Medicines & Health Products,na
1963-11,All Items,Health Care,Outpatient Services,na
1963-11,All Items,Health Care,Hospital Services,na
1963-11,All Items,Health Care,Health Insurance,na
1963-11,All Items,Transport,Private Transport,na
1963-11,All Items,Transport,Public Transport,na
1963-11,All Items,Transport,Other Transport Services,na
1963-11,All Items,Communication,Postage & Courier Services,na
1963-11,All Items,Communication,Telecommunication Equipment,na
1963-11,All Items,Communication,Telecommunication Services,na
1963-11,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-11,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-11,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-11,All Items,Recreation & Culture,Holiday Expenses,na
1963-11,All Items,Education,Tuition & Other Fees,na
1963-11,All Items,Education,Textbooks & Guides,na
1963-11,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-11,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-11,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-11,All Items,Miscellaneous Goods & Services,Social Services,na
1963-11,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1963-12,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1963-12,All Items,Food Excl Food Serving Services,Meat,na
1963-12,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1963-12,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1963-12,All Items,Food Excl Food Serving Services,Oils & Fats,na
1963-12,All Items,Food Excl Food Serving Services,Fruits,na
1963-12,All Items,Food Excl Food Serving Services,Vegetables,na
1963-12,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1963-12,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1963-12,All Items,Food Excl Food Serving Services,Other Food,na
1963-12,All Items,Food Serving Services,Restaurant Food,na
1963-12,All Items,Food Serving Services,Fast Food,na
1963-12,All Items,Food Serving Services,Hawker Food,na
1963-12,All Items,Food Serving Services,Catered Food,na
1963-12,All Items,Clothing & Footwear,Clothing,na
1963-12,All Items,Clothing & Footwear,Other Articles & Related Services,na
1963-12,All Items,Clothing & Footwear,Footwear,na
1963-12,All Items,Housing & Utilities,Accommodation,na
1963-12,All Items,Housing & Utilities,Utilities & Other Fuels,na
1963-12,All Items,Household Durables & Services,Household Durables,na
1963-12,All Items,Household Durables & Services,Household Services & Supplies,na
1963-12,All Items,Health Care,Medicines & Health Products,na
1963-12,All Items,Health Care,Outpatient Services,na
1963-12,All Items,Health Care,Hospital Services,na
1963-12,All Items,Health Care,Health Insurance,na
1963-12,All Items,Transport,Private Transport,na
1963-12,All Items,Transport,Public Transport,na
1963-12,All Items,Transport,Other Transport Services,na
1963-12,All Items,Communication,Postage & Courier Services,na
1963-12,All Items,Communication,Telecommunication Equipment,na
1963-12,All Items,Communication,Telecommunication Services,na
1963-12,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1963-12,All Items,Recreation & Culture,Recreational & Cultural Services,na
1963-12,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1963-12,All Items,Recreation & Culture,Holiday Expenses,na
1963-12,All Items,Education,Tuition & Other Fees,na
1963-12,All Items,Education,Textbooks & Guides,na
1963-12,All Items,Miscellaneous Goods & Services,Personal Care,na
1963-12,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1963-12,All Items,Miscellaneous Goods & Services,Personal Effects,na
1963-12,All Items,Miscellaneous Goods & Services,Social Services,na
1963-12,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-01,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-01,All Items,Food Excl Food Serving Services,Meat,na
1964-01,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1964-01,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1964-01,All Items,Food Excl Food Serving Services,Oils & Fats,na
1964-01,All Items,Food Excl Food Serving Services,Fruits,na
1964-01,All Items,Food Excl Food Serving Services,Vegetables,na
1964-01,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1964-01,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1964-01,All Items,Food Excl Food Serving Services,Other Food,na
1964-01,All Items,Food Serving Services,Restaurant Food,na
1964-01,All Items,Food Serving Services,Fast Food,na
1964-01,All Items,Food Serving Services,Hawker Food,na
1964-01,All Items,Food Serving Services,Catered Food,na
1964-01,All Items,Clothing & Footwear,Clothing,na
1964-01,All Items,Clothing & Footwear,Other Articles & Related Services,na
1964-01,All Items,Clothing & Footwear,Footwear,na
1964-01,All Items,Housing & Utilities,Accommodation,na
1964-01,All Items,Housing & Utilities,Utilities & Other Fuels,na
1964-01,All Items,Household Durables & Services,Household Durables,na
1964-01,All Items,Household Durables & Services,Household Services & Supplies,na
1964-01,All Items,Health Care,Medicines & Health Products,na
1964-01,All Items,Health Care,Outpatient Services,na
1964-01,All Items,Health Care,Hospital Services,na
1964-01,All Items,Health Care,Health Insurance,na
1964-01,All Items,Transport,Private Transport,na
1964-01,All Items,Transport,Public Transport,na
1964-01,All Items,Transport,Other Transport Services,na
1964-01,All Items,Communication,Postage & Courier Services,na
1964-01,All Items,Communication,Telecommunication Equipment,na
1964-01,All Items,Communication,Telecommunication Services,na
1964-01,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1964-01,All Items,Recreation & Culture,Recreational & Cultural Services,na
1964-01,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1964-01,All Items,Recreation & Culture,Holiday Expenses,na
1964-01,All Items,Education,Tuition & Other Fees,na
1964-01,All Items,Education,Textbooks & Guides,na
1964-01,All Items,Miscellaneous Goods & Services,Personal Care,na
1964-01,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1964-01,All Items,Miscellaneous Goods & Services,Personal Effects,na
1964-01,All Items,Miscellaneous Goods & Services,Social Services,na
1964-01,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-02,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-02,All Items,Food Excl Food Serving Services,Meat,na
1964-02,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1964-02,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1964-02,All Items,Food Excl Food Serving Services,Oils & Fats,na
1964-02,All Items,Food Excl Food Serving Services,Fruits,na
1964-02,All Items,Food Excl Food Serving Services,Vegetables,na
1964-02,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1964-02,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1964-02,All Items,Food Excl Food Serving Services,Other Food,na
1964-02,All Items,Food Serving Services,Restaurant Food,na
1964-02,All Items,Food Serving Services,Fast Food,na
1964-02,All Items,Food Serving Services,Hawker Food,na
1964-02,All Items,Food Serving Services,Catered Food,na
1964-02,All Items,Clothing & Footwear,Clothing,na
1964-02,All Items,Clothing & Footwear,Other Articles & Related Services,na
1964-02,All Items,Clothing & Footwear,Footwear,na
1964-02,All Items,Housing & Utilities,Accommodation,na
1964-02,All Items,Housing & Utilities,Utilities & Other Fuels,na
1964-02,All Items,Household Durables & Services,Household Durables,na
1964-02,All Items,Household Durables & Services,Household Services & Supplies,na
1964-02,All Items,Health Care,Medicines & Health Products,na
1964-02,All Items,Health Care,Outpatient Services,na
1964-02,All Items,Health Care,Hospital Services,na
1964-02,All Items,Health Care,Health Insurance,na
1964-02,All Items,Transport,Private Transport,na
1964-02,All Items,Transport,Public Transport,na
1964-02,All Items,Transport,Other Transport Services,na
1964-02,All Items,Communication,Postage & Courier Services,na
1964-02,All Items,Communication,Telecommunication Equipment,na
1964-02,All Items,Communication,Telecommunication Services,na
1964-02,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1964-02,All Items,Recreation & Culture,Recreational & Cultural Services,na
1964-02,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1964-02,All Items,Recreation & Culture,Holiday Expenses,na
1964-02,All Items,Education,Tuition & Other Fees,na
1964-02,All Items,Education,Textbooks & Guides,na
1964-02,All Items,Miscellaneous Goods & Services,Personal Care,na
1964-02,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1964-02,All Items,Miscellaneous Goods & Services,Personal Effects,na
1964-02,All Items,Miscellaneous Goods & Services,Social Services,na
1964-02,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-03,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-03,All Items,Food Excl Food Serving Services,Meat,na
1964-03,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1964-03,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1964-03,All Items,Food Excl Food Serving Services,Oils & Fats,na
1964-03,All Items,Food Excl Food Serving Services,Fruits,na
1964-03,All Items,Food Excl Food Serving Services,Vegetables,na
1964-03,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1964-03,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1964-03,All Items,Food Excl Food Serving Services,Other Food,na
1964-03,All Items,Food Serving Services,Restaurant Food,na
1964-03,All Items,Food Serving Services,Fast Food,na
1964-03,All Items,Food Serving Services,Hawker Food,na
1964-03,All Items,Food Serving Services,Catered Food,na
1964-03,All Items,Clothing & Footwear,Clothing,na
1964-03,All Items,Clothing & Footwear,Other Articles & Related Services,na
1964-03,All Items,Clothing & Footwear,Footwear,na
1964-03,All Items,Housing & Utilities,Accommodation,na
1964-03,All Items,Housing & Utilities,Utilities & Other Fuels,na
1964-03,All Items,Household Durables & Services,Household Durables,na
1964-03,All Items,Household Durables & Services,Household Services & Supplies,na
1964-03,All Items,Health Care,Medicines & Health Products,na
1964-03,All Items,Health Care,Outpatient Services,na
1964-03,All Items,Health Care,Hospital Services,na
1964-03,All Items,Health Care,Health Insurance,na
1964-03,All Items,Transport,Private Transport,na
1964-03,All Items,Transport,Public Transport,na
1964-03,All Items,Transport,Other Transport Services,na
1964-03,All Items,Communication,Postage & Courier Services,na
1964-03,All Items,Communication,Telecommunication Equipment,na
1964-03,All Items,Communication,Telecommunication Services,na
1964-03,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1964-03,All Items,Recreation & Culture,Recreational & Cultural Services,na
1964-03,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1964-03,All Items,Recreation & Culture,Holiday Expenses,na
1964-03,All Items,Education,Tuition & Other Fees,na
1964-03,All Items,Education,Textbooks & Guides,na
1964-03,All Items,Miscellaneous Goods & Services,Personal Care,na
1964-03,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1964-03,All Items,Miscellaneous Goods & Services,Personal Effects,na
1964-03,All Items,Miscellaneous Goods & Services,Social Services,na
1964-03,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-04,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-04,All Items,Food Excl Food Serving Services,Meat,na
1964-04,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1964-04,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1964-04,All Items,Food Excl Food Serving Services,Oils & Fats,na
1964-04,All Items,Food Excl Food Serving Services,Fruits,na
1964-04,All Items,Food Excl Food Serving Services,Vegetables,na
1964-04,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1964-04,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1964-04,All Items,Food Excl Food Serving Services,Other Food,na
1964-04,All Items,Food Serving Services,Restaurant Food,na
1964-04,All Items,Food Serving Services,Fast Food,na
1964-04,All Items,Food Serving Services,Hawker Food,na
1964-04,All Items,Food Serving Services,Catered Food,na
1964-04,All Items,Clothing & Footwear,Clothing,na
1964-04,All Items,Clothing & Footwear,Other Articles & Related Services,na
1964-04,All Items,Clothing & Footwear,Footwear,na
1964-04,All Items,Housing & Utilities,Accommodation,na
1964-04,All Items,Housing & Utilities,Utilities & Other Fuels,na
1964-04,All Items,Household Durables & Services,Household Durables,na
1964-04,All Items,Household Durables & Services,Household Services & Supplies,na
1964-04,All Items,Health Care,Medicines & Health Products,na
1964-04,All Items,Health Care,Outpatient Services,na
1964-04,All Items,Health Care,Hospital Services,na
1964-04,All Items,Health Care,Health Insurance,na
1964-04,All Items,Transport,Private Transport,na
1964-04,All Items,Transport,Public Transport,na
1964-04,All Items,Transport,Other Transport Services,na
1964-04,All Items,Communication,Postage & Courier Services,na
1964-04,All Items,Communication,Telecommunication Equipment,na
1964-04,All Items,Communication,Telecommunication Services,na
1964-04,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1964-04,All Items,Recreation & Culture,Recreational & Cultural Services,na
1964-04,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1964-04,All Items,Recreation & Culture,Holiday Expenses,na
1964-04,All Items,Education,Tuition & Other Fees,na
1964-04,All Items,Education,Textbooks & Guides,na
1964-04,All Items,Miscellaneous Goods & Services,Personal Care,na
1964-04,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1964-04,All Items,Miscellaneous Goods & Services,Personal Effects,na
1964-04,All Items,Miscellaneous Goods & Services,Social Services,na
1964-04,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-05,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-05,All Items,Food Excl Food Serving Services,Meat,na
1964-05,All Items,Food Excl Food Serving Services,Fish & Seafood,na
1964-05,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",na
1964-05,All Items,Food Excl Food Serving Services,Oils & Fats,na
1964-05,All Items,Food Excl Food Serving Services,Fruits,na
1964-05,All Items,Food Excl Food Serving Services,Vegetables,na
1964-05,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",na
1964-05,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,na
1964-05,All Items,Food Excl Food Serving Services,Other Food,na
1964-05,All Items,Food Serving Services,Restaurant Food,na
1964-05,All Items,Food Serving Services,Fast Food,na
1964-05,All Items,Food Serving Services,Hawker Food,na
1964-05,All Items,Food Serving Services,Catered Food,na
1964-05,All Items,Clothing & Footwear,Clothing,na
1964-05,All Items,Clothing & Footwear,Other Articles & Related Services,na
1964-05,All Items,Clothing & Footwear,Footwear,na
1964-05,All Items,Housing & Utilities,Accommodation,na
1964-05,All Items,Housing & Utilities,Utilities & Other Fuels,na
1964-05,All Items,Household Durables & Services,Household Durables,na
1964-05,All Items,Household Durables & Services,Household Services & Supplies,na
1964-05,All Items,Health Care,Medicines & Health Products,na
1964-05,All Items,Health Care,Outpatient Services,na
1964-05,All Items,Health Care,Hospital Services,na
1964-05,All Items,Health Care,Health Insurance,na
1964-05,All Items,Transport,Private Transport,na
1964-05,All Items,Transport,Public Transport,na
1964-05,All Items,Transport,Other Transport Services,na
1964-05,All Items,Communication,Postage & Courier Services,na
1964-05,All Items,Communication,Telecommunication Equipment,na
1964-05,All Items,Communication,Telecommunication Services,na
1964-05,All Items,Recreation & Culture,Recreational & Cultural Goods,na
1964-05,All Items,Recreation & Culture,Recreational & Cultural Services,na
1964-05,All Items,Recreation & Culture,"Newspapers, Books & Stationery",na
1964-05,All Items,Recreation & Culture,Holiday Expenses,na
1964-05,All Items,Education,Tuition & Other Fees,na
1964-05,All Items,Education,Textbooks & Guides,na
1964-05,All Items,Miscellaneous Goods & Services,Personal Care,na
1964-05,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,na
1964-05,All Items,Miscellaneous Goods & Services,Personal Effects,na
1964-05,All Items,Miscellaneous Goods & Services,Social Services,na
1964-05,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,na
1964-06,All Items,Food Excl Food Serving Services,Bread & Cereals,na
1964-06,All Items,Food Excl Food Serving Services,Meat,na
